Wavelength [nm],Lampe Halogene #0,DEL #2,Bulbe Halogen  #3,DEL #2,Fluorescent tourbillon,DEL Chandelier,Fluorescent Philipps,Globe incandescent,
730.195,18523.19,1630.52,39980.96,1361.9,834.04,4010.78,419.15,38804.06,
730.382,18625.59,1755.45,40478.61,1394.67,655.86,4047.64,347.47,38709.85,
730.568,18046.02,1593.66,40210.33,1261.55,461.3,3939.1,171.35,38685.28,
730.754,18312.25,1696.06,40519.57,1384.43,438.78,3894.04,232.79,38595.17,
730.94,18152.51,1640.76,40288.15,1284.08,352.76,3926.81,214.35,38177.38,
731.126,18209.86,1593.66,41314.19,1308.65,254.46,4029.21,275.79,39309.91,
731.313,18392.12,1669.44,40433.56,1366,283.13,3793.69,140.63,38271.59,
731.499,18054.21,1696.06,41502.6,1245.16,205.31,3898.14,128.34,38552.16,
731.685,18009.15,1653.05,41576.33,1286.12,287.23,3830.55,255.31,38369.89,
731.871,17732.68,1491.26,42241.92,1267.69,301.56,3828.51,179.54,38310.5,
732.057,17910.85,1601.85,42633.08,1251.31,164.35,3750.68,216.4,38359.65,
732.243,17706.06,1569.09,42338.17,1255.4,152.06,3834.65,171.35,37964.39,
732.429,17585.23,1544.51,41760.64,1282.03,199.16,3730.2,230.74,38062.69,
732.615,17695.82,1554.75,41611.14,1312.75,322.04,3713.82,273.75,38027.88,
732.801,18197.57,1646.91,41322.38,1296.36,180.73,3752.73,222.55,37927.53,
732.987,17521.74,1499.45,41271.18,1173.49,129.53,3672.86,114,38052.45,
733.173,17644.62,1417.54,40552.34,1198.06,137.73,3691.29,126.29,38005.35,
733.359,17617.99,1530.17,40888.21,1204.21,125.44,3527.46,148.82,38173.28,
733.545,18068.55,1474.88,38660.02,1171.44,154.11,3517.22,163.15,38042.21,
733.731,17763.4,1419.58,39178.15,1187.82,182.78,3549.98,54.61,37763.69,
733.917,18287.68,1515.84,38899.63,1243.12,264.7,3615.52,177.49,38056.55,
734.103,18093.12,1446.21,39258.02,1136.62,82.43,3560.22,152.92,38255.2,
734.289,18304.06,1462.59,40159.13,1232.88,176.64,3486.5,197.97,38216.29,
734.475,17749.06,1392.96,40445.85,1058.8,135.68,3486.5,136.53,38146.66,
734.661,18201.66,1612.09,41418.63,1337.32,293.37,3695.39,259.41,38320.74,
734.847,17581.13,1438.02,41387.91,1112.05,190.97,3547.94,154.96,38457.95,
735.033,17681.48,1360.19,41131.92,1179.63,184.83,3437.34,179.54,37917.29,
735.219,17615.94,1425.73,41611.14,1185.77,203.26,3420.96,189.78,37937.77,
735.404,17513.55,1198.4,41963.39,1112.05,213.5,3304.23,75.09,37804.65,
735.59,17405,1376.58,42018.69,1163.25,217.6,3367.71,91.48,37929.58,
735.776,17290.32,1274.18,41336.71,958.45,238.08,3210.02,202.07,37595.76,
735.962,17448.01,1370.43,41684.87,1062.9,326.14,3201.83,212.31,37943.91,
736.148,17636.42,1438.02,40896.4,1138.67,363,3261.22,263.51,37771.88,
736.333,17200.21,1390.91,40351.64,1136.62,369.15,3232.55,322.9,37982.82,
736.519,17472.59,1265.99,39255.98,995.31,299.52,3152.68,251.22,37317.23,
736.705,17454.16,1358.14,38778.8,1073.14,334.33,3300.13,191.83,37575.28,
736.89,17153.1,1319.23,38162.36,1003.5,616.95,3144.49,300.37,37268.08,
737.076,17599.56,1317.19,38766.51,1017.84,1034.74,3115.81,560.46,37507.69,
737.262,17402.96,1208.64,38561.72,917.49,2460.12,3119.91,1226.05,37180.02,
737.447,17564.75,1227.07,39315.37,980.98,4065.73,3091.24,1709.37,37347.95,
737.633,17380.43,1317.19,39604.13,976.88,5122.48,3031.85,2114.87,37276.27,
737.819,17595.46,1354.05,40779.67,1017.84,6635.93,3222.31,2766.12,37423.73,
738.004,17517.64,1235.27,40865.68,1021.94,8550.78,3119.91,3300.64,36780.67,
738.19,17491.02,1186.12,41467.78,974.83,10684.76,3052.33,4031.77,37384.82,
738.375,17345.61,1216.83,40923.02,1013.74,12816.7,3093.29,4971.79,37147.25,
738.561,17589.32,1177.92,41179.02,1056.75,14768.41,3101.48,5784.83,37837.42,
738.747,17196.11,1251.65,39729.06,911.35,14997.79,2929.45,5876.99,36702.84,
738.932,17189.97,1120.58,39798.69,886.77,15583.51,2880.3,6210.81,36760.19,
739.118,17118.29,1329.47,39686.05,1122.29,15354.13,3003.18,6292.73,36788.86,
739.303,17024.08,1220.93,39589.8,1019.89,15120.67,2994.98,6280.44,36899.45,
739.489,17259.6,1179.97,39503.78,925.68,14364.96,2859.82,5973.24,36672.12,
739.674,16925.78,1114.44,39352.23,872.43,13517.11,2732.84,5881.08,36852.34,
739.859,17192.01,1114.44,39483.3,884.72,12804.41,2763.56,5608.7,36620.92,
740.045,16921.68,1182.02,39843.74,1015.79,12343.62,2923.3,5455.11,37177.97,
740.23,17308.75,1106.24,39147.43,890.87,11460.95,2763.56,5168.39,36758.14,
740.416,17036.37,1073.48,39159.72,806.9,10570.08,2624.3,4447.51,36422.27,
740.601,17165.39,1106.24,38977.45,905.2,9068.92,2771.76,4050.2,37137.01,
740.786,17108.05,1106.24,39030.7,909.3,7696.78,2663.21,3306.79,37051,
740.972,17388.62,997.7,39067.56,845.81,6183.33,2788.14,2708.78,36577.92,
741.157,17249.36,1048.9,39632.8,837.62,4680.12,2677.55,2153.78,36749.95,
741.342,16872.53,1016.13,38961.07,757.75,3537.35,2599.73,1480,36340.35,
741.528,17149.01,913.74,38879.15,839.67,2697.69,2566.96,1094.98,37096.05,
741.713,17106,1116.48,38021.05,935.92,2097.63,2761.52,1097.03,36123.27,
741.898,16989.27,1042.76,38266.81,833.52,1452.52,2693.93,714.06,36860.54,
742.084,17196.11,1005.89,37404.61,835.57,1108.46,2675.5,548.17,36235.91,
742.269,16911.44,1032.52,37683.14,919.54,860.66,2583.34,410.96,36717.18,
742.454,17380.43,1059.14,38037.44,886.77,664.05,2620.21,441.68,36364.93,
742.639,17300.56,1057.09,38946.73,860.15,573.94,2648.88,413.01,37003.89,
742.824,16974.93,966.98,38479.8,841.72,524.79,2706.22,306.51,36203.14,
743.01,16940.11,1157.44,39589.8,931.83,494.07,2634.54,445.77,36590.2,
743.195,17179.73,1136.96,39524.26,907.25,477.69,2671.4,398.67,36522.62,
743.38,16729.17,950.6,39215.02,878.58,334.33,2439.98,335.18,36444.8,
743.565,16917.59,1083.72,38348.73,833.52,342.52,2429.74,228.69,36240,
743.75,16970.83,1007.94,37834.69,886.77,336.38,2478.9,234.83,36674.17,
743.935,16606.3,1003.85,37173.19,823.28,393.72,2569.01,312.66,35869.32,
744.12,17167.44,1071.43,38238.14,886.77,436.73,2605.87,302.42,36338.3,
744.305,16585.82,885.06,36724.69,782.32,188.93,2396.98,189.78,36141.7,
744.49,16634.97,979.27,38102.97,811,293.37,2466.61,226.64,36342.4,
744.675,16571.48,928.07,37855.17,714.74,313.85,2333.49,181.59,36027.01,
744.86,16456.79,948.55,37810.11,739.32,256.51,2345.78,163.15,35934.85,
745.045,16499.8,1005.89,37572.55,724.98,279.04,2372.4,214.35,35519.12,
745.23,16655.45,1022.28,37320.65,800.76,262.65,2304.82,218.45,36180.61,
745.415,16587.86,938.31,37203.91,749.56,309.76,2360.11,216.4,35871.37,
745.6,16632.92,997.7,37701.57,897.01,408.06,2360.11,253.27,35594.89,
745.785,16780.37,917.83,37431.24,763.89,176.64,2157.36,173.39,35373.71,
745.97,16669.78,1044.81,38139.83,841.72,320,2411.31,208.21,35617.42,
746.155,16503.9,837.96,37576.64,763.89,313.85,2227,206.16,35013.27,
746.34,16643.16,919.88,37849.02,808.95,209.4,2306.87,247.12,35617.42,
746.525,16057.44,899.4,37562.31,647.16,186.88,2274.1,175.44,35359.38,
746.71,16450.65,995.65,37894.08,763.89,354.81,2272.05,310.61,35560.08,
746.895,16260.19,823.62,37484.48,614.39,154.11,2165.56,189.78,35535.5,
747.079,16258.14,794.95,37943.23,661.49,303.61,2186.04,99.67,35617.42,
747.264,16182.37,833.86,37488.58,610.29,182.78,2110.26,195.92,34955.93,
747.449,16059.49,921.93,37369.8,776.18,365.05,2147.12,261.46,35633.8,
747.634,15785.06,850.25,37111.75,765.94,354.81,2147.12,236.88,35132.05,
747.819,15625.32,909.64,37238.73,706.55,207.36,2059.06,197.97,35293.84,
748.003,15772.77,805.19,36419.54,688.12,221.69,1989.43,226.64,34984.6,
748.188,15365.23,753.99,36911.05,643.06,242.17,1917.75,161.11,35109.52,
748.373,15445.1,909.64,36206.55,655.35,334.33,2061.11,183.63,35068.56,
748.557,15504.49,823.62,36016.09,702.45,346.62,2165.56,148.82,35134.1,
748.742,15445.1,817.48,35483.62,686.07,477.69,1913.66,263.51,34867.86,
748.927,15459.43,807.24,36161.5,618.49,399.87,2028.34,228.69,35195.54,
749.111,15647.85,803.15,36401.11,569.34,950.77,2016.05,417.1,34753.18,
749.296,15613.03,813.38,37083.08,575.48,2228.7,1973.05,1008.97,34781.85,
749.481,15682.66,831.82,37146.57,622.58,3318.22,1901.37,1391.94,34552.48,
749.665,15697,819.53,37957.56,632.82,4303.29,2050.87,1641.79,34501.28,
749.85,15486.06,760.14,37795.78,567.29,5564.84,1893.18,2008.37,34245.28,
750.034,15617.13,784.71,38506.42,632.82,7473.55,1915.7,2716.97,34585.24,
750.219,15432.81,766.28,37527.49,706.55,9771.37,1837.88,3491.1,34392.73,
750.404,15664.23,805.19,37554.11,659.45,13148.47,1841.98,4807.95,34538.14,
750.588,15379.56,774.47,37220.3,686.07,15436.05,1923.9,5602.56,34314.91,
750.773,15037.55,696.65,37593.03,460.79,16986.36,1764.15,6212.85,34056.87,
750.957,15240.3,678.22,37566.4,602.1,18852.06,1776.44,7152.87,34470.56,
751.141,15324.27,733.51,36970.44,655.35,20465.86,1835.83,7587.04,34245.28,
751.326,15467.63,758.09,36376.53,632.82,22010.03,1866.55,8482,34378.4,
751.51,15049.84,641.36,36100.06,493.56,23920.79,1776.44,8975.56,34224.8,
751.695,15084.66,727.37,35051.5,608.25,24115.34,1813.31,9409.73,34091.68,
751.879,15109.23,733.51,35110.89,573.43,24549.51,1694.52,9350.34,34601.63,
752.064,14931.06,880.97,35694.56,694.26,24076.43,1854.27,9632.96,34368.16,
752.248,14838.9,756.04,35807.2,628.73,22945.95,1829.69,9125.07,34130.59,
752.432,14957.68,858.44,36425.68,684.02,21563.57,1852.22,8795.34,34308.77,
752.617,14673.01,710.99,36841.42,559.1,19927.25,1821.5,7894.24,34050.72,
752.801,14605.43,794.95,36093.91,669.69,17983.73,1626.94,7447.78,33684.14,
752.985,15039.6,635.21,36126.68,585.72,16433.41,1755.96,6796.53,34341.53,
753.17,14902.39,747.85,35514.34,626.68,14625.06,1850.17,6063.35,34030.24,
753.354,14703.73,729.42,36114.39,540.66,12810.56,1690.43,5365,33893.03,
753.538,14761.08,719.18,35452.9,550.9,10969.43,1733.43,4601.1,33815.21,
753.722,14787.7,598.35,34412.53,428.03,9128.31,1631.04,3937.56,33618.6,
753.907,14546.04,682.31,33771.52,460.79,7569.8,1585.98,3079.46,33204.91,
754.091,14785.65,538.96,34291.7,454.65,5763.5,1547.07,2331.95,33407.66,
754.275,14619.77,614.73,34148.34,641.01,4295.1,1676.09,1848.63,32838.33,
754.459,14486.65,594.25,34805.74,475.13,3013.07,1549.12,1271.11,33471.15,
754.643,14179.45,555.34,34996.2,460.79,2042.34,1516.35,900.42,32760.5,
754.828,14378.11,637.26,35129.32,509.94,1511.91,1669.95,693.58,32938.68,
755.012,14236.8,624.97,34840.56,540.66,999.92,1508.16,486.73,33245.87,
755.196,14122.11,516.43,34963.43,501.75,743.92,1542.97,339.28,33467.05,
755.38,14099.58,586.06,34713.58,612.34,692.73,1583.93,388.43,33176.24,
755.564,14244.99,639.31,34435.06,464.89,428.54,1518.4,220.5,33053.36,
755.748,14345.34,639.31,34072.57,579.58,395.77,1522.49,253.27,32672.44,
755.932,14324.86,700.75,34791.41,538.62,457.21,1608.51,326.99,33219.25,
756.116,14296.19,649.55,34312.18,563.19,444.92,1557.31,226.64,32545.47,
756.3,14113.92,649.55,34559.98,503.8,373.24,1528.64,179.54,32916.15,
756.484,14003.33,633.16,35176.42,442.36,270.84,1522.49,89.43,33018.55,
756.668,14085.25,584.01,35272.68,563.19,289.28,1504.06,152.92,33342.13,
756.852,13816.96,438.61,35018.73,372.73,135.68,1424.19,42.32,32832.18,
757.036,14132.35,581.96,35579.87,460.79,272.89,1393.47,150.87,32983.73,
757.22,13374.6,579.92,35125.22,434.17,330.23,1383.23,157.01,32377.53,
757.404,13597.83,500.05,35418.08,411.64,221.69,1344.32,144.72,33225.39,
757.588,13675.65,534.86,35219.43,415.74,172.54,1481.53,58.71,32506.55,
757.772,13829.25,614.73,35504.1,559.1,289.28,1481.53,238.93,32928.44,
757.956,14011.52,633.16,34981.87,471.03,242.17,1461.06,152.92,32588.47,
758.14,13948.03,674.12,34858.99,540.66,428.54,1524.54,251.22,32680.63,
758.323,14005.38,465.23,34033.66,407.55,195.07,1309.51,89.43,32064.19,
758.507,14044.29,571.72,34723.82,475.13,287.23,1385.28,146.77,32893.62,
758.691,13829.25,534.86,34736.11,481.27,172.54,1303.36,171.35,32318.14,
758.875,13776,571.72,35469.28,516.09,344.57,1416,200.02,32746.17,
759.059,14103.68,606.54,35803.1,585.72,358.91,1432.38,259.41,32465.6,
759.242,13913.22,553.29,36089.82,440.31,217.6,1317.7,118.1,32598.71,
759.426,13753.48,532.81,35420.13,450.55,297.47,1248.07,109.91,32236.22,
759.61,13626.5,573.77,35981.27,466.94,250.36,1256.26,134.48,32260.8,
759.794,13634.69,452.94,35647.46,411.64,254.46,1225.54,144.72,32309.95,
759.977,13468.81,510.29,35932.12,444.41,401.91,1350.46,197.97,32496.31,
760.161,13628.55,778.57,36431.83,677.88,518.65,1434.43,245.07,32438.97,
760.345,13243.53,665.93,36542.42,411.64,375.29,1401.66,249.17,32625.34,
760.528,13298.83,581.96,36739.02,522.23,418.3,1350.46,183.63,32367.29,
760.712,13427.85,602.44,36870.09,438.27,365.05,1237.83,138.58,32729.78,
760.895,13343.88,614.73,35497.95,387.07,320,1233.73,288.08,32359.1,
761.079,13188.24,530.77,35160.04,446.46,379.39,1227.59,177.49,32420.54,
761.263,13290.63,481.61,34482.16,337.91,217.6,1180.48,173.39,32164.54,
761.446,13130.89,446.8,34275.32,417.79,289.28,1112.9,124.24,32164.54,
761.63,13008.01,477.52,34494.45,448.51,434.68,1334.08,163.15,32307.9,
761.813,13237.39,543.05,34650.1,526.33,483.83,1276.74,300.37,32467.64,
761.997,13079.69,483.66,34605.04,253.95,717.3,1252.16,265.55,32676.54,
762.18,12987.54,516.43,34449.39,366.59,1982.95,1256.26,841.03,32574.14,
762.364,12926.1,577.87,34613.23,534.52,6005.16,1190.72,2235.7,32209.6,
762.547,13178,422.22,34639.86,342.01,12175.69,1086.28,3939.61,32545.47,
762.731,12850.32,448.85,35194.85,337.91,16668.93,1211.2,5229.83,32119.49,
762.914,12811.41,489.81,35336.16,368.63,21471.42,1286.98,6610.16,32787.13,
763.098,13067.41,426.32,35076.07,317.44,28160.08,1102.66,8477.91,32502.46,
763.281,12899.47,457.04,35973.08,395.26,35766.24,1248.07,10902.7,32367.29,
763.464,12913.81,416.08,35405.8,309.24,43104.11,1160,13065.36,32359.1,
763.648,12852.37,516.43,35880.92,350.2,50097.92,1166.15,15651.94,32832.18,
763.831,12952.72,463.18,35633.12,366.59,52793.05,1129.28,16925.78,32455.36,
764.015,12956.82,420.17,35731.42,321.53,53384.91,1067.85,17849.41,32715.45,
764.198,12846.23,530.77,35366.88,475.13,51830.51,1174.34,17222.73,32690.87,
764.381,13145.23,508.24,35874.78,321.53,51158.77,1133.38,17441.87,33172.14,
764.564,13061.26,424.27,35559.39,397.31,48764.7,1039.17,16481.37,32854.71,
764.748,13061.26,459.09,35891.16,403.45,47073.07,1231.68,16245.85,33272.49,
764.931,13229.2,467.28,35741.66,356.35,45100.88,1196.87,15647.85,33045.17,
765.114,13089.93,459.09,35735.52,292.86,43315.05,1176.39,14959.73,33129.14,
765.297,13071.5,487.76,35989.47,364.54,40873.87,1151.81,14437.5,32813.75,
765.481,12733.59,377.17,36804.56,305.15,38338.49,1098.56,13366.41,33036.98,
765.664,12758.16,414.03,36485.08,391.16,34572.27,1172.29,12125.34,32985.78,
765.847,12846.23,350.54,36904.91,258.04,29794.36,1014.6,10470.58,33098.42,
766.03,12752.02,541.01,36722.64,475.13,23326.88,1166.15,8537.3,33223.34,
766.213,12872.85,440.65,37115.85,253.95,16994.56,1033.03,6245.62,33706.66,
766.397,12686.48,424.27,36960.2,319.48,11739.47,1125.19,4310.29,33311.41,
766.58,12680.34,405.84,37494.72,268.28,7719.31,1039.17,2833.71,33272.49,
766.763,12891.28,471.37,37744.58,354.3,5165.49,1170.24,1924.41,33542.83,
766.946,13003.92,375.12,38184.89,346.11,3357.13,1035.08,1258.82,33911.46,
767.129,12924.05,389.46,38008.76,339.96,2232.8,1121.09,955.72,33432.24,
767.312,12950.67,352.59,38520.76,256,1606.12,928.58,648.52,33942.18,
767.495,13018.25,414.03,38637.49,325.63,1341.93,1110.85,519.5,33602.22,
767.678,12772.5,293.2,38547.38,313.34,1135.09,1026.89,415.06,33815.21,
767.861,12971.15,362.83,38528.95,389.11,866.8,1049.41,429.39,33901.22,
768.044,12801.17,469.33,38733.74,352.25,721.4,1043.27,322.9,34298.53,
768.227,13048.97,397.65,38318.01,333.82,641.53,1061.7,353.62,34425.5,
768.41,12852.37,405.84,38062.01,268.28,590.33,994.12,329.04,34087.59,
768.593,12995.73,487.76,37769.15,329.72,571.9,1008.45,304.46,34413.21,
768.776,12831.89,368.98,37418.95,419.83,424.44,1016.65,243.03,34347.68,
768.959,12807.31,393.55,36628.43,342.01,410.11,969.54,167.25,34325.15,
769.142,13141.13,514.38,37033.93,344.06,522.74,1125.19,310.61,34552.48,
769.324,12682.39,377.17,36499.41,210.94,461.3,1055.56,208.21,34124.45,
769.507,12620.95,414.03,37400.52,288.76,438.78,1114.95,181.59,34402.97,
769.69,12721.3,393.55,36728.78,360.44,322.04,979.78,189.78,34167.46,
769.873,12500.12,375.12,37558.21,321.53,301.56,920.39,152.92,34656.92,
770.056,12889.23,543.05,37576.64,559.1,477.69,1098.56,357.71,34548.38,
770.239,12596.37,328.02,38373.3,354.3,285.18,1006.41,179.54,35138.19,
770.421,12797.07,454.99,37824.45,452.6,442.87,1018.69,359.76,34943.64,
770.604,12768.4,471.37,37687.23,391.16,461.3,1010.5,271.7,34740.89,
770.787,12725.4,354.64,36943.82,272.38,330.23,953.16,247.12,34968.21,
770.97,13018.25,432.46,36925.39,337.91,590.33,1014.6,204.11,35596.94,
771.152,12502.17,336.21,35858.4,274.43,1475.05,867.14,603.47,34675.35,
771.335,12803.22,403.79,36224.98,376.83,3684.81,1002.31,1484.09,35322.51,
771.518,12629.14,332.11,35454.95,264.19,6334.88,822.09,2272.56,34712.22,
771.7,12547.22,475.47,36011.99,409.59,8583.55,979.78,3046.69,35234.45,
771.883,12674.2,522.57,36368.34,374.78,10955.1,953.16,3761.44,35289.74,
772.066,12786.83,391.5,37636.03,262.14,14305.57,973.64,4527.38,35621.52,
772.248,12317.85,442.7,37416.9,356.35,17535.22,885.58,5631.23,35220.11,
772.431,12559.51,475.47,38156.22,409.59,21070.01,1086.28,7077.1,35482.25,
772.613,12522.65,420.17,37693.38,354.3,23265.44,1059.65,8019.16,35078.8,
772.796,12280.99,360.78,38074.3,317.44,23535.77,918.34,8258.78,35355.28,
772.978,12444.82,426.32,38057.92,382.97,23341.21,957.25,8180.95,35555.98,
773.161,12319.9,477.52,38397.88,432.12,22948,1014.6,8240.34,36004.49,
773.343,12289.18,313.68,37693.38,245.76,22167.73,832.33,7851.23,35084.95,
773.526,12240.03,350.54,37580.74,342.01,20875.46,738.12,7415.01,35916.42,
773.708,12354.71,223.57,37605.31,253.95,19384.54,772.94,7009.51,35388.05,
773.891,12194.97,297.3,37021.64,280.57,18358.5,822.09,6595.82,35658.38,
774.073,12311.71,366.93,36992.97,307.2,16728.32,856.9,6182.13,35164.82,
774.256,11928.74,340.3,37044.17,231.42,14997.79,824.14,5782.78,35832.46,
774.438,12096.67,461.13,37478.34,415.74,13672.75,1014.6,5516.55,35877.51,
774.621,11861.15,328.02,38254.52,360.44,12001.61,801.61,4650.25,35637.9,
774.803,11951.26,411.98,38913.97,329.72,10004.84,893.77,4044.06,35541.64,
774.985,11721.89,338.26,38465.46,235.52,7627.15,777.03,3101.99,35386,
775.168,11467.94,323.92,38045.63,309.24,5624.23,820.04,2383.15,35154.58,
775.35,11435.17,295.25,37109.71,260.09,3846.6,779.08,1668.41,35609.23,
775.532,11529.38,336.21,37144.52,311.29,2724.31,772.94,1226.05,35388.05,
775.715,11183.27,254.29,36866,245.76,1733.09,699.21,660.81,35519.12,
775.897,11074.73,414.03,36325.33,229.37,1245.68,832.33,542.03,34990.74,
776.079,11224.23,328.02,36417.49,288.76,836.08,848.71,228.69,35582.6,
776.261,11121.84,364.88,36757.46,268.28,702.97,846.66,353.62,35107.47,
776.444,10828.98,325.97,36515.79,247.8,516.6,764.75,296.27,35431.05,
776.626,10794.16,350.54,36270.04,317.44,408.06,817.99,245.07,35101.33,
776.808,10777.78,342.35,36454.36,278.52,436.73,852.81,232.79,34970.26,
776.99,10511.54,162.13,36288.47,241.66,279.04,729.93,126.29,34624.15,
777.173,10665.14,336.21,36937.68,342.01,410.11,752.46,165.2,35003.03,
777.355,10507.44,319.82,37205.96,196.61,313.85,703.31,146.77,34974.36,
777.537,10765.49,358.74,37144.52,305.15,272.89,836.42,111.96,35443.34,
777.719,10544.31,268.63,36091.87,204.8,303.61,811.85,79.19,34826.9,
777.901,10865.84,295.25,36480.98,223.23,178.69,727.88,134.48,35105.43,
778.083,10353.85,301.39,35547.11,200.7,213.5,703.31,107.86,34783.9,
778.265,10405.05,268.63,36085.72,182.27,193.02,707.4,81.24,34820.76,
778.447,10345.66,364.88,36351.96,356.35,340.47,811.85,204.11,34519.71,
778.629,10648.75,215.38,36622.29,206.84,162.3,727.88,120.15,34677.4,
778.811,10517.68,307.54,36956.11,225.28,176.64,668.49,107.86,34431.65,
778.993,10443.96,321.87,37025.74,272.38,231.93,734.03,179.54,34683.55,
779.175,10323.13,348.5,36405.2,329.72,172.54,863.05,177.49,34589.34,
779.357,10312.89,282.96,36224.98,274.43,219.64,750.41,73.04,34540.19,
779.539,10149.05,231.76,35395.56,235.52,125.44,672.59,42.32,33948.32,
779.721,10104,291.15,35842.01,241.66,207.36,641.87,122.2,34130.59,
779.903,10101.95,319.82,35676.13,292.86,217.6,645.96,146.77,34038.44,
780.085,10273.98,266.58,35831.77,184.32,131.58,701.26,111.96,34146.98,
780.267,9792.7,260.43,34998.25,247.8,301.56,750.41,48.47,33661.61,
780.449,9911.49,196.95,35231.72,278.52,121.34,588.62,77.14,33716.9,
780.631,9792.7,225.62,34201.59,268.28,274.94,731.98,157.01,33192.62,
780.812,9749.7,424.27,35166.18,366.59,203.26,740.17,130.39,33598.12,
780.994,9628.87,268.63,35456.99,311.29,150.01,627.53,71,33174.19,
781.176,9557.19,237.91,36173.78,221.18,135.68,676.68,54.61,33268.4,
781.358,9524.42,219.47,34992.11,129.02,178.69,641.87,52.56,33129.14,
781.54,9544.9,260.43,34101.24,268.28,274.94,609.1,44.37,33245.87,
781.721,9798.85,315.73,33157.13,172.03,125.44,717.64,187.73,32537.27,
781.903,9368.77,311.63,32880.65,235.52,215.55,729.93,197.97,33290.93,
782.085,9430.21,262.48,32143.38,206.84,41.47,623.44,152.92,32510.65,
782.267,9415.88,344.4,33089.54,309.24,186.88,717.64,243.03,33202.86,
782.448,9090.25,188.75,32319.51,184.32,84.48,543.57,-21.16,32371.39,
782.63,9180.36,291.15,32882.7,247.8,141.82,531.28,124.24,33086.13,
782.812,8957.13,301.39,32282.64,223.23,199.16,648.01,101.72,32176.83,
782.993,8873.17,373.07,32399.38,286.72,195.07,645.96,230.74,32967.35,
783.175,8793.3,309.58,32483.34,182.27,154.11,656.2,81.24,32312,
783.357,8738,246.1,32974.86,161.79,113.15,576.33,-41.64,32361.15,
783.538,8733.9,188.75,32983.05,206.84,166.4,686.92,118.1,31814.34,
783.72,8680.66,205.14,33716.22,131.07,98.81,566.09,60.76,32086.72,
783.901,8393.94,250.19,32804.88,225.28,170.49,492.37,101.72,31548.11,
784.083,8479.96,248.15,32397.33,233.47,236.03,625.48,138.58,31417.04,
784.264,8494.29,242,31324.19,256,283.13,572.24,154.96,31091.41,
784.446,8037.59,123.22,31729.69,67.58,98.81,465.74,-68.27,31625.93,
784.627,8015.07,151.89,31750.17,163.84,113.15,473.93,-6.83,30909.14,
784.809,8133.85,268.63,32362.51,198.65,250.36,611.15,62.8,31443.66,
784.99,8006.88,151.89,32032.79,194.56,160.25,518.99,89.43,30939.86,
785.172,8131.8,221.52,32581.65,165.89,256.51,525.13,122.2,30886.61,
785.353,7914.72,225.62,32172.05,172.03,225.79,539.47,122.2,30767.83,
785.535,7910.62,239.95,32362.51,149.5,250.36,461.65,83.28,30794.45,
785.716,7761.12,172.37,32335.89,149.5,70.14,473.93,62.8,30606.04,
785.897,7767.26,115.03,32725,92.16,186.88,469.84,34.13,30405.34,
786.079,7595.23,227.67,32565.26,114.69,252.41,426.83,136.53,30483.16,
786.26,7468.26,225.62,32413.71,282.62,143.87,416.59,9.56,30585.56,
786.441,7476.45,182.61,31993.88,225.28,248.32,475.98,85.33,30178.01,
786.623,7324.9,112.98,31307.81,38.91,129.53,344.91,-60.07,30284.51,
786.804,7517.41,270.67,31041.57,176.13,240.12,453.45,50.52,29995.74,
786.985,7394.53,184.66,30924.84,172.03,242.17,547.66,97.62,30307.04,
787.167,7372,176.47,30804.01,247.8,164.35,480.08,161.11,30104.29,
787.348,7382.24,149.84,30750.76,178.17,209.4,416.59,97.62,29676.26,
787.529,7202.02,188.75,30576.69,172.03,182.78,447.31,95.57,29678.31,
787.71,7372,332.11,30275.63,258.04,365.05,652.11,183.63,29956.83,
787.891,7253.22,219.47,29511.74,176.13,279.04,498.51,146.77,29604.58,
788.073,6952.17,155.99,29476.93,219.13,150.01,459.6,120.15,29487.85,
788.254,7062.76,112.98,29937.72,53.25,80.38,353.1,11.61,29031.15,
788.435,7234.79,352.59,30470.19,239.61,320,494.41,259.41,29258.48,
788.616,6909.16,213.33,30502.96,206.84,182.78,492.37,87.38,29010.67,
788.797,6919.4,160.08,30709.8,45.06,172.54,301.9,27.99,28660.47,
788.978,6974.7,180.56,31017,196.61,223.74,394.06,95.57,28861.17,
789.159,6808.81,145.75,30881.83,157.69,158.21,412.5,105.81,28560.12,
789.34,6675.7,262.48,30871.59,253.95,270.84,367.44,140.63,28750.58,
789.522,6812.91,225.62,30619.69,186.37,170.49,406.35,140.63,28207.87,
789.703,6716.65,106.84,30353.46,92.16,225.79,351.06,107.86,28195.58,
789.884,6579.44,135.51,29796.41,194.56,219.64,467.79,273.75,28166.91,
790.065,6538.48,270.67,29812.79,167.93,197.12,410.45,103.76,27855.62,
790.246,6575.34,315.73,29945.91,190.46,379.39,551.76,267.6,27919.1,
790.427,6515.95,211.28,29734.97,63.49,301.56,369.49,62.8,27640.58,
790.607,6528.24,196.95,29939.77,247.8,416.25,584.52,267.6,27867.91,
790.788,6456.56,205.14,28893.26,221.18,350.71,510.8,152.92,27761.41,
790.969,6423.8,119.12,29018.18,157.69,223.74,392.02,38.23,27894.53,
791.15,6313.2,164.18,28815.43,83.97,256.51,422.73,216.4,27835.14,
791.331,6409.46,194.9,28952.65,67.58,162.3,400.21,122.2,27654.92,
791.512,5967.1,82.26,28364.88,114.69,201.21,375.63,-55.98,27585.29,
