# CheminTotalEnMicrons	Intensite
-7.021800000000000182e+03	6.000003127582810691e+01
-7.021600000000000364e+03	5.999996353346077882e+01
-7.021399999999999636e+03	6.000003598394749105e+01
-7.021199999999999818e+03	5.999997289681215307e+01
-7.021000000000000000e+03	6.000003098438199345e+01
-7.020800000000000182e+03	5.999996477871321332e+01
-7.020600000000000364e+03	6.000003136530992975e+01
-7.020399999999999636e+03	5.999996402890162983e+01
-7.020199999999999818e+03	6.000003381221569043e+01
-7.020000000000000000e+03	5.999997330410778318e+01
-7.019800000000000182e+03	6.000003275999834074e+01
-7.019600000000000364e+03	5.999996670011988442e+01
-7.019399999999999636e+03	6.000003574286321140e+01
-7.019199999999999818e+03	5.999996578133583824e+01
-7.019000000000000000e+03	6.000002716122608604e+01
-7.018800000000000182e+03	5.999996554395838899e+01
-7.018600000000000364e+03	6.000002590403388325e+01
-7.018399999999999636e+03	5.999996876091230291e+01
-7.018199999999999818e+03	6.000003020522690633e+01
-7.018000000000000000e+03	5.999997064499522992e+01
-7.017800000000000182e+03	6.000003355443963926e+01
-7.017600000000000364e+03	5.999997094492368888e+01
-7.017399999999999636e+03	6.000002678374377751e+01
-7.017199999999999818e+03	5.999997137003892789e+01
-7.017000000000000000e+03	6.000003477593193679e+01
-7.016800000000000182e+03	5.999996439457196828e+01
-7.016600000000000364e+03	6.000003214066924784e+01
-7.016399999999999636e+03	5.999997539122837509e+01
-7.016199999999999818e+03	6.000003255328842755e+01
-7.016000000000000000e+03	5.999996371051838651e+01
-7.015800000000000182e+03	6.000003003066278495e+01
-7.015600000000000364e+03	5.999997013936346235e+01
-7.015399999999999636e+03	6.000002504375098056e+01
-7.015199999999999818e+03	5.999996936099343259e+01
-7.015000000000000000e+03	6.000002572731747108e+01
-7.014800000000000182e+03	5.999996744886750122e+01
-7.014600000000000364e+03	6.000002541894440355e+01
-7.014399999999999636e+03	5.999997218496082496e+01
-7.014199999999999818e+03	6.000002965242259734e+01
-7.014000000000000000e+03	5.999996718277974139e+01
